Image1,Image2,Score1,Score2,Label
CM713.jpg,AM322.jpg,4.233333333333333,4.233333333333333,similar
AM793.jpg,AM1892.jpg,2.8666666666666667,4.133333333333334,second
AM1837.jpg,AF1518.jpg,4.65,3.433333333333333,first
AF800.jpg,CF142.jpg,2.0166666666666666,2.3666666666666667,second
AF1726.jpg,AM1265.jpg,4.316666666666666,2.083333333333333,first
CF702.jpg,CM277.jpg,4.516666666666667,2.55,first
AF660.jpg,AM1487.jpg,2.5,2.45,similar
CM479.jpg,AF1294.jpg,2.216666666666667,2.2666666666666666,similar
CM203.jpg,CM41.jpg,2.6,4.283333333333333,second
AM533.jpg,AM645.jpg,2.9,2.9,similar
AM1630.jpg,AF328.jpg,4.083333333333333,2.85,first
AM1599.jpg,AM87.jpg,3.6666666666666665,3.633333333333333,similar
AF882.jpg,AF1062.jpg,4.133333333333334,4.183333333333334,similar
AM787.jpg,AF1487.jpg,2.7333333333333334,3.183333333333333,second
AF449.jpg,CM343.jpg,2.6666666666666665,2.6166666666666667,similar
AM1212.jpg,CF146.jpg,2.466666666666667,3.283333333333333,second
AF1565.jpg,AM1684.jpg,3.3,3.6666666666666665,second
AF1641.jpg,AM554.jpg,1.1666666666666667,2.6,second
CM154.jpg,AF1091.jpg,3.7,2.9166666666666665,first
CF621.jpg,CF74.jpg,3.95,2.316666666666667,first
AM1976.jpg,AF1720.jpg,3.25,3.566666666666667,second
AM875.jpg,CM655.jpg,2.9166666666666665,4.166666666666667,second
AM1816.jpg,AM1549.jpg,3.2666666666666666,2.2666666666666666,first
AM61.jpg,AF1453.jpg,1.6666666666666667,1.15,first
CM546.jpg,CF421.jpg,3.15,3.183333333333333,similar
AM59.jpg,CF60.jpg,4.2,2.783333333333333,first
CF554.jpg,AM1929.jpg,4.133333333333334,4.183333333333334,similar
AM1009.jpg,AM130.jpg,2.716666666666667,3.6666666666666665,second
AF1995.jpg,AF1225.jpg,1.3166666666666669,2.8,second
AF1493.jpg,AF1432.jpg,3.216666666666667,3.216666666666667,similar
AF1997.jpg,AM249.jpg,1.4333333333333331,2.433333333333333,second
AM1980.jpg,CM476.jpg,3.5166666666666666,2.7,first
CM730.jpg,CM72.jpg,3.55,4.066666666666666,second
AF1826.jpg,AF491.jpg,4.066666666666666,3.716666666666667,first
AF1563.jpg,CM705.jpg,4.133333333333334,4.15,similar
CF645.jpg,AF1579.jpg,3.866666666666666,4.1,second
AF724.jpg,AF1536.jpg,4.283333333333333,3.7,first
CM580.jpg,CM527.jpg,2.3666666666666667,2.3666666666666667,similar
AF815.jpg,AM715.jpg,1.3166666666666669,2.6166666666666667,second
AF1022.jpg,CM744.jpg,3.7666666666666666,3.7666666666666666,similar
AM114.jpg,AF859.jpg,3.2,3.1166666666666667,similar
AF1448.jpg,CF87.jpg,3.9,2.066666666666667,first
AF1987.jpg,AF489.jpg,1.8,2.3,second
AF713.jpg,AM208.jpg,2.533333333333333,4.216666666666667,second
AF582.jpg,AM1717.jpg,3.8333333333333335,3.866666666666666,similar
AF1555.jpg,CM282.jpg,3.1666666666666665,2.5166666666666666,first
CM694.jpg,CM663.jpg,4.2,4.483333333333333,second
AF909.jpg,CF74.jpg,3.5,2.316666666666667,first
AM1726.jpg,AM1703.jpg,3.566666666666667,3.533333333333333,similar
AM1219.jpg,CF392.jpg,3.15,3.183333333333333,similar
AF1327.jpg,AF1281.jpg,3.083333333333333,3.0166666666666666,similar
AF119.jpg,AF347.jpg,2.2666666666666666,2.716666666666667,second
AF1273.jpg,AF1867.jpg,1.2833333333333334,4.016666666666667,second
AM592.jpg,CF648.jpg,3.5,4.65,second
CM613.jpg,CF344.jpg,1.5833333333333333,3.316666666666667,second
AF1476.jpg,AF661.jpg,4.283333333333333,2.3833333333333333,first
AM1618.jpg,AM773.jpg,3.883333333333333,2.45,first
AF1865.jpg,AM1976.jpg,3.216666666666667,3.25,similar
AF1768.jpg,AF1066.jpg,1.6666666666666667,1.6833333333333331,similar
